BLZ	Bankname
18062678	VR Bank Lausitz
18062678	VR Bank Lausitz (Gf P2)
18062758	VR Bank Forst
18080000	Commerzbank vormals Dresdner Bank
18080000	Commerzbank vormals Dresdner Bank
18080000	Commerzbank vormals Dresdner Bank
18080000	Commerzbank vormals Dresdner Bank
18080000	Commerzbank vormals Dresdner Bank
18080000	Commerzbank vormals Dresdner Bank
18092684	Spreewaldbank
18092684	Spreewaldbank
18092684	Spreewaldbank (Gf P2)
18092744	Volksbank Spree-Neiße
18092744	Volksbank Spree-Neiße
18092744	Volksbank Spree-Neiße
18092744	Volksbank Spree-Neiße (Gf P2)
20000000	Bundesbank
20010020	Postbank (Giro)
20010111	SEB
20010111	SEB
20010424	Aareal Bank
20020200	SEB Merchant Bank Hamburg
20020500	Jyske Bank Fil Hamburg
20020900	Signal Iduna Bauspar
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030000	UniCredit Bank - HypoVereinsbank
20030300	DONNER & REUSCHEL
20030400	Marcard, Stein & Co Bankiers
20030600	Sydbank Fil Hamburg
20030700	Merck Finck & Co
20030900	Bankhaus Wölbern & Co
20040000	Commerzbank
20040000	Commerzbank
20040000	Commerzbank
20040000	Commerzbank
20040000	Commerzbank
20040000	Commerzbank
20040000	Commerzbank
20040000	Commerzbank
20040000	Commerzbank
20040000	Commerzbank
20040000	Commerzbank
20040020	Commerzbank, CC SP
20040040	Commerzbank GF RME
20040048	Commerzbank GF-H48
20040050	Commerzbank GF COC
20040060	Commerzbank Gf 260
20040061	Commerzbank Gf 261
20040062	Commerzbank CC
20040063	Commerzbank CC
20041111	comdirect bank
20041133	comdirect bank
20041144	comdirect bank
20041155	comdirect bank
20050000	HSH Nordbank Hamburg
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20050550	Hamburger Sparkasse
20060000	DZ BANK
20069111	Norderstedter Bank
20069111	Norderstedter Bank (Gf P2)
20069125	Kaltenkirchener Bank
20069125	Kaltenkirchener Bank
20069125	Kaltenkirchener Bank
20069125	Kaltenkirchener Bank (Gf P2)
20069130	Raiffeisenbank
20069130	Raiffeisenbank
20069130	Raiffeisenbank
20069130	Raiffeisenbank
20069130	Raiffeisenbank
20069130	Raiffeisenbank
20069130	Raiffeisenbank
20069130	Raiffeisenbank
20069130	Raiffeisenbank
20069130	Raiffeisenbank
20069130	Raiffeisenbank
20069130	Raiffeisenbank (Gf P2)
20069144	Raiffeisenbank
20069144	Raiffeisenbank (Gf P2)
20069177	Raiffeisenbank Südstormarn Mölln
20069177	Raiffeisenbank Südstormarn
20069177	Raiffeisenbank Südstormarn
20069177	Raiffeisenbank Südstormarn
20069177	Raiffeisenbank Südstormarn
20069177	Raiffeisenbank Südstormarn
20069177	Raiffeisenbank Südstormarn (Gf P2)
20069177	Raiffeisenbank Südstormarn Mölln
20069232	Raiffeisenbank
20069232	Raiffeisenbank (Gf P2)
20069625	Volksbank
20069641	Raiffeisenbank Owschlag
20069641	Raiffeisenbank Owschlag
20069641	Raiffeisenbank Owschlag (Gf P2)
20069659	Volksbank
20069780	Volksbank Ahlerstedt
20069780	Volksbank Ahlerstedt (Gf P2)
20069782	Volksbank Geest
20069782	Volksbank Geest
20069782	Volksbank Geest
20069782	Volksbank Geest
20069782	Volksbank Geest
20069782	Volksbank Geest
20069782	Volksbank Geest
20069782	Volksbank Geest
20069782	Volksbank Geest
20069782	Volksbank Geest
20069782	Volksbank Geest (Gf P2)
20069786	Volksbank Kehdingen
20069786	Volksbank Kehdingen (Gf P2)
20069786	Volksbank Kehdingen Drochtersen
20069786	Volksbank Kehdingen Drochtersen
20069786	Volksbank Kehdingen Drochtersen
20069786	Volksbank Kehdingen Drochtersen
20069786	Volksbank Kehdingen Drochtersen
20069800	Spar- und Kreditbank
20069800	Spar- und Kreditbank (Gf P2)
20069800	Spar- und Kreditbank Hammah
20069812	Volksbank Fredenbeck-Oldendorf
20069812	Volksbank Fredenbeck-Oldendorf
20069812	Volksbank Fredenbeck-Oldendorf (Gf P2)
20069815	Volksbank
20069815	Volksbank
20069815	Volksbank (Gf P2)
20069861	Raiffeisenbank
20069861	Raiffeisenbank
20069861	Raiffeisenbank (Gf P2)
20069861	Raiffeisenbank Ratzeburg
20069882	Raiffeisenbank Travemünde
20069882	Raiffeisenbank Travemünde (Gf P2)
20069965	Volksbank Winsener Marsch
20069965	Volksbank Winsener Marsch
20069965	Volksbank Winsener Marsch (Gf P2)
20069989	Volksbank Wulfsen
20069989	Volksbank Wulfsen
20069989	Volksbank Wulfsen (Gf P2)
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070000	Deutsche Bank
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20070024	Deutsche Bank Privat und Geschäftskunden
20080000	Commerzbank vormals Dresdner Bank
20080000	Commerzbank vormals Dresdner Bank
20080000	Commerzbank vormals Dresdner Bank
20080000	Commerzbank vormals Dresdner Bank
20080000	Commerzbank vormals Dresdner Bank
20080000	Commerzbank vormals Dresdner Bank
20080000	Commerzbank vormals Dresdner Bank
20080055	Commerzbank vormals Dresdner Bank Zw 55
20080057	Commerzbank vormals Dresdner Bank Gf ZW 57
20080085	Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 2
20080086	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3
20080087	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4
20080088	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5
20080089	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6
20080091	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7
20080092	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8
20080093	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9
20080094	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10
20080095	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11
20089200	Commerzbank vormals Dresdner Bank ITGK
20090400	Deutsche Genossenschafts-Hypothekenbank
20090500	netbank
20090602	apoBank
20090700	Edekabank
20090700	Edekabank (Gf P2)
20090745	EBANK Gf Cash
20090900	PSD Bank Nord
20110022	Postbank (Spar)
20110401	Eurohypo ehem Deutsche Hypothekenbank Hamburg
20110700	Bank of Tokyo-Mitsubishi UFJ, The -
20110800	Bank of China Fil Hamburg
20120000	Berenberg, Joh. - Gossler & Co
20120100	Warburg, M.M.- Bank
20120200	BHF-BANK
20120400	Deutscher Ring Bausparkasse
20120600	Goyer & Göppel
20120700	Hanseatic Bank
20120701	Hanseatic Bank Zw Nord
20120744	Hanseatic Bank Filiale Ost
20120766	Hanseatic Bank Filiale Süd
20130400	GRENKE BANK
20130412	GRENKE BANK Asset Backed Securities
20130600	Barclaycard Barclays Bank
20130600	Barclaycard (Gf P2)
20133300	Santander Consumer Bank
20190003	Hamburger Volksbank
20190003	Hamburger Volksbank
20190003	Hamburger Volksbank
20190003	Hamburger Volksbank
20190003	Hamburger Volksbank
20190003	Hamburger Volksbank
20190003	Hamburger Volksbank (Gf P2)
20190109	Volksbank Stormarn
20190109	Volksbank Stormarn
20190109	Volksbank Stormarn
20190109	Volksbank Stormarn
20190109	Volksbank Stormarn
20190109	Volksbank Stormarn
20190109	Volksbank Stormarn
20190109	Volksbank Stormarn
20190109	Volksbank Stormarn
20190109	Volksbank Stormarn
20190109	Volksbank Stormarn
20190109	Volksbank Stormarn (Gf P2)
20190206	Volksbank Hamburg Ost-West -alt-
20190206	Volksbank Hamburg Ost-West -alt- (Gf P2)
20190301	Vierländer Volksbank
20190301	Vierländer Volksbank (Gf P2)
20190800	MKB Mittelstandskreditbank
20210200	Bank Melli Iran
20210300	Bank Saderat Iran
20220100	DNB Bank ASA - Filiale Deutschland
20220400	Warburg, M.M. - Hypothekenbank
20230300	Schröder, Otto M. - Bank
20230600	Isbank Fil Hamburg
20230800	Sutor, Max Heinr
20310300	Europäisch-Iranische Handelsbank
20310600	The Royal Bank of Scotland, Niederlassung Deutschland
20320500	Danske Bank
20320585	Danske Bank Zweigniederlassung Hamburg
20350000	WestLB Hamburg
20690500	Sparda-Bank Hamburg
20690500	Sparda-Bank Hamburg
20690500	Sparda-Bank Hamburg
20730000	UniCredit Bank - HypoVereinsbank (ex VereinWest)
20730001	UniCredit Bank - HVB Settlement EAC01
20730002	UniCredit Bank - HVB Settlement EAC02
20730003	UniCredit Bank - HVB Settlement EAC03
20730004	UniCredit Bank - HVB Settlement EAC04
20730005	UniCredit Bank - HVB Settlement EAC05
20730006	UniCredit Bank - HVB Settlement EAC06
20730007	UniCredit Bank - HVB Settlement EAC07
20730008	UniCredit Bank - HVB Settlement EAC08
20730009	UniCredit Bank - HVB Settlement EAC09
20730010	UniCredit Bank - HVB Settlement EAC10
20730011	UniCredit Bank - HVB Settlement EAC11
20730012	UniCredit Bank - HVB Settlement EAC12
20730013	UniCredit Bank - HVB Settlement EAC13
20730014	UniCredit Bank - HVB Settlement EAC14
20730015	UniCredit Bank - HVB Settlement EAC15
20730016	UniCredit Bank - HVB Settlement EAC16
20730017	UniCredit Bank - HVB Settlement EAC17
20730018	UniCredit Bank - HVB Settlement EAC18
20730019	UniCredit Bank - HVB Settlement EAC19
20730020	UniCredit Bank - HVB Settlement EAC20
20730021	UniCredit Bank - HVB Settlement EAC21
20730022	UniCredit Bank - HVB Settlement EAC22
20730023	UniCredit Bank - HVB Settlement EAC23
20730024	UniCredit Bank - HVB Settlement EAC24
20730025	UniCredit Bank - HVB Settlement EAC25
20730026	UniCredit Bank - HVB Settlement EAC26
20730027	UniCredit Bank - HVB Settlement EAC27
20730028	UniCredit Bank - HVB Settlement EAC28
20730029	UniCredit Bank - HVB Settlement EAC29
20730030	UniCredit Bank - HVB Settlement EAC30
20730031	UniCredit Bank - HVB Settlement EAC31
20730032	UniCredit Bank - HVB Settlement EAC32
20730033	UniCredit Bank - HVB Settlement EAC33
20730034	UniCredit Bank - HVB Settlement EAC34
20730035	UniCredit Bank - HVB Settlement EAC35
20730036	UniCredit Bank - HVB Settlement EAC36
20730037	UniCredit Bank - HVB Settlement EAC37
20730038	UniCredit Bank - HVB Settlement EAC38
20730039	UniCredit Bank - HVB Settlement EAC39
20730040	UniCredit Bank - HVB Settlement EAC40
20730051	UniCredit Bank - HypoVereinsbank (ex VereinWest)
20730053	UniCredit Bank - HypoVereinsbank (ex VereinWest)
20730054	UniCredit Bank - HypoVereinsbank (ex VereinWest)
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
20750000	Sparkasse Harburg-Buxtehude
21000000	Bundesbank
21010111	SEB
21020600	Sydbank Filiale Kiel
21030000	UniCredit Bank - HypoVereinsbank (ex VereinWest)
21030092	UniCredit Bank - HypoVereinsbank (ex VereinWest)
21030093	UniCredit Bank - HypoVereinsbank (ex VereinWest)
21030094	UniCredit Bank - HypoVereinsbank (ex VereinWest)
21030095	UniCredit Bank - HypoVereinsbank (ex VereinWest)
21040010	Commerzbank
21040010	Commerzbank
21042076	Commerzbank
21050000	HSH Nordbank Hamburg, Kiel
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21050170	Förde Sparkasse
21051275	Bordesholmer Sparkasse
21051275	Bordesholmer Sparkasse
21051275	Bordesholmer Sparkasse
21051275	Bordesholmer Sparkasse
21051275	Bordesholmer Sparkasse
21051275	Bordesholmer Sparkasse
21051275	Bordesholmer Sparkasse
21051580	Sparkasse Kreis Plön -alt-
21052090	Sparkasse Eckernförde -alt-
21060237	Evangelische Darlehnsgenossenschaft
21060237	Evangelische Darlehnsgenossenschaft (Gf P2)
21064045	Raiffeisenbank im Kreis Plön -alt-
21064045	Raiffeisenbank im Kreis Plön (Gf P2)
21070020	Deutsche Bank
21070020	Deutsche Bank
21070024	Deutsche Bank Privat und Geschäftskunden
21070024	Deutsche Bank Privat und Geschäftskunden
21080050	Commerzbank vormals Dresdner Bank
21089201	Commerzbank vormals Dresdner Bank ITGK
21090007	Kieler Volksbank
21090007	Kieler Volksbank
21090007	Kieler Volksbank
21090007	Kieler Volksbank
21090007	Kieler Volksbank
21090007	Kieler Volksbank
21090007	Kieler Volksbank
21090007	Kieler Volksbank
21090007	Kieler Volksbank
21090007	Kieler Volksbank
21090007	Kieler Volksbank (Gf P2)
21090619	apoBank
21090900	PSD Bank Kiel
21092023	Eckernförder Bank Volksbank-Raiffeisenbank
21092023	Eckernförder Bank Volksbank-Raiffeisenbank
21092023	Eckernförder Bank Volksbank-Raiffeisenbank
21092023	Eckernförder Bank Volksbank-Raiffeisenbank
21092023	Eckernförder Bank Volksbank-Raiffeisenbank
21092023	Eckernförder Bank Volksbank-Raiffeisenbank
21092023	Eckernförder Bank Volksbank-Raiffeisenbank (Gf P2)
21210111	SEB
21230085	UniCredit Bank - HypoVereinsbank (ex VereinWest)
21230086	UniCredit Bank - HypoVereinsbank (ex VereinWest)
21240040	Commerzbank
21240040	Commerzbank
21241540	Commerzbank
21261089	Raiffeisenbank -alt-
21261227	Raiffbk Kl-Kummerfeld -alt-
21270020	Deutsche Bank
21270024	Deutsche Bank Privat und Geschäftskunden
21280002	Commerzbank vormals Dresdner Bank
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster
21290016	VR Bank Neumünster (Gf P2)
21340010	Commerzbank
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
21352240	Sparkasse Holstein
